Country_Name,Year,Indicator,Value
EGY,2003,index,5048.0
EGY,2003,index,5049.0
EGY,2003,index,5050.0
EGY,2003,index,5051.0
EGY,2003,index,5052.0
EGY,2003,index,5053.0
EGY,2003,index,5054.0
EGY,2003,index,5055.0
EGY,2003,index,5056.0
EGY,2003,index,5057.0
EGY,2003,index,5058.0
EGY,2003,index,5059.0
EGY,2004,index,5060.0
EGY,2004,index,5061.0
EGY,2004,index,5062.0
EGY,2004,index,5063.0
EGY,2004,index,5064.0
EGY,2004,index,5065.0
EGY,2004,index,5066.0
EGY,2004,index,5067.0
EGY,2004,index,5068.0
EGY,2004,index,5069.0
EGY,2004,index,5070.0
EGY,2004,index,5071.0
EGY,2004,index,5072.0
EGY,2004,index,5073.0
EGY,2004,index,5074.0
EGY,2004,index,5075.0
EGY,2004,index,5076.0
EGY,2004,index,5077.0
EGY,2004,index,5078.0
EGY,2004,index,5079.0
EGY,2004,index,5080.0
EGY,2004,index,5081.0
EGY,2004,index,5082.0
EGY,2005,index,5083.0
EGY,2005,index,5084.0
EGY,2005,index,5085.0
EGY,2005,index,5086.0
EGY,2005,index,5087.0
EGY,2005,index,5088.0
EGY,2005,index,5089.0
EGY,2005,index,5090.0
EGY,2005,index,5091.0
EGY,2005,index,5092.0
EGY,2005,index,5093.0
EGY,2005,index,5094.0
EGY,2005,index,5095.0
EGY,2005,index,5096.0
EGY,2005,index,5097.0
EGY,2005,index,5098.0
EGY,2005,index,5099.0
EGY,2005,index,5100.0
EGY,2005,index,5101.0
EGY,2005,index,5102.0
EGY,2005,index,5103.0
EGY,2005,index,5104.0
EGY,2005,index,5105.0
EGY,2006,index,5106.0
EGY,2006,index,5107.0
EGY,2006,index,5108.0
EGY,2006,index,5109.0
EGY,2006,index,5110.0
EGY,2006,index,5111.0
EGY,2006,index,5112.0
EGY,2006,index,5113.0
EGY,2006,index,5114.0
EGY,2006,index,5115.0
EGY,2006,index,5116.0
EGY,2006,index,5117.0
EGY,2006,index,5118.0
EGY,2006,index,5119.0
EGY,2006,index,5120.0
EGY,2006,index,5121.0
EGY,2006,index,5122.0
EGY,2006,index,5123.0
EGY,2006,index,5124.0
EGY,2006,index,5125.0
EGY,2006,index,5126.0
EGY,2006,index,5127.0
EGY,2006,index,5128.0
EGY,2007,index,5129.0
EGY,2007,index,5130.0
EGY,2007,index,5131.0
EGY,2007,index,5132.0
EGY,2007,index,5133.0
EGY,2007,index,5134.0
EGY,2007,index,5135.0
EGY,2007,index,5136.0
EGY,2007,index,5137.0
EGY,2007,index,5138.0
EGY,2007,index,5139.0
EGY,2007,index,5140.0
EGY,2007,index,5141.0
EGY,2007,index,5142.0
EGY,2007,index,5143.0
EGY,2007,index,5144.0
EGY,2007,index,5145.0
EGY,2007,index,5146.0
EGY,2007,index,5147.0
EGY,2007,index,5148.0
EGY,2007,index,5149.0
EGY,2007,index,5150.0
EGY,2007,index,5151.0
EGY,2008,index,5152.0
EGY,2008,index,5153.0
EGY,2008,index,5154.0
EGY,2008,index,5155.0
EGY,2008,index,5156.0
EGY,2008,index,5157.0
EGY,2008,index,5158.0
EGY,2008,index,5159.0
EGY,2008,index,5160.0
EGY,2008,index,5161.0
EGY,2008,index,5162.0
EGY,2008,index,5163.0
EGY,2008,index,5164.0
EGY,2008,index,5165.0
EGY,2008,index,5166.0
EGY,2008,index,5167.0
EGY,2008,index,5168.0
EGY,2008,index,5169.0
EGY,2008,index,5170.0
EGY,2008,index,5171.0
EGY,2008,index,5172.0
EGY,2008,index,5173.0
EGY,2008,index,5174.0
EGY,2009,index,5175.0
EGY,2009,index,5176.0
EGY,2009,index,5177.0
EGY,2009,index,5178.0
EGY,2009,index,5179.0
EGY,2009,index,5180.0
EGY,2009,index,5181.0
EGY,2009,index,5182.0
EGY,2009,index,5183.0
EGY,2009,index,5184.0
EGY,2009,index,5185.0
EGY,2009,index,5186.0
EGY,2009,index,5187.0
EGY,2009,index,5188.0
EGY,2009,index,5189.0
EGY,2009,index,5190.0
EGY,2009,index,5191.0
EGY,2009,index,5192.0
EGY,2009,index,5193.0
EGY,2009,index,5194.0
EGY,2009,index,5195.0
EGY,2009,index,5196.0
EGY,2009,index,5197.0
EGY,2010,index,5198.0
EGY,2010,index,5199.0
EGY,2010,index,5200.0
EGY,2010,index,5201.0
EGY,2010,index,5202.0
EGY,2010,index,5203.0
EGY,2010,index,5204.0
EGY,2010,index,5205.0
EGY,2010,index,5206.0
EGY,2010,index,5207.0
EGY,2010,index,5208.0
EGY,2010,index,5209.0
EGY,2010,index,5210.0
EGY,2010,index,5211.0
EGY,2010,index,5212.0
EGY,2010,index,5213.0
EGY,2010,index,5214.0
EGY,2010,index,5215.0
EGY,2010,index,5216.0
EGY,2010,index,5217.0
EGY,2010,index,5218.0
EGY,2010,index,5219.0
EGY,2010,index,5220.0
EGY,2011,index,5221.0
EGY,2011,index,5222.0
EGY,2011,index,5223.0
EGY,2011,index,5224.0
EGY,2011,index,5225.0
EGY,2011,index,5226.0
EGY,2011,index,5227.0
EGY,2011,index,5228.0
EGY,2011,index,5229.0
EGY,2011,index,5230.0
EGY,2011,index,5231.0
EGY,2011,index,5232.0
EGY,2011,index,5233.0
EGY,2011,index,5234.0
EGY,2011,index,5235.0
EGY,2011,index,5236.0
EGY,2011,index,5237.0
EGY,2011,index,5238.0
EGY,2011,index,5239.0
EGY,2011,index,5240.0
EGY,2011,index,5241.0
EGY,2011,index,5242.0
EGY,2011,index,5243.0
EGY,2012,index,5244.0
EGY,2012,index,5245.0
EGY,2012,index,5246.0
EGY,2012,index,5247.0
EGY,2012,index,5248.0
EGY,2012,index,5249.0
EGY,2012,index,5250.0
EGY,2012,index,5251.0
EGY,2012,index,5252.0
EGY,2012,index,5253.0
EGY,2012,index,5254.0
EGY,2012,index,5255.0
EGY,2012,index,5256.0
EGY,2012,index,5257.0
EGY,2012,index,5258.0
EGY,2012,index,5259.0
EGY,2012,index,5260.0
EGY,2012,index,5261.0
EGY,2012,index,5262.0
EGY,2012,index,5263.0
EGY,2012,index,5264.0
EGY,2012,index,5265.0
EGY,2012,index,5266.0
EGY,2013,index,5267.0
EGY,2013,index,5268.0
EGY,2013,index,5269.0
EGY,2013,index,5270.0
EGY,2013,index,5271.0
EGY,2013,index,5272.0
EGY,2013,index,5273.0
EGY,2013,index,5274.0
EGY,2013,index,5275.0
EGY,2013,index,5276.0
EGY,2013,index,5277.0
EGY,2013,index,5278.0
EGY,2013,index,5279.0
EGY,2013,index,5280.0
EGY,2013,index,5281.0
EGY,2013,index,5282.0
EGY,2013,index,5283.0
EGY,2013,index,5284.0
EGY,2013,index,5285.0
EGY,2013,index,5286.0
EGY,2013,index,5287.0
EGY,2013,index,5288.0
EGY,2013,index,5289.0
EGY,2014,index,5290.0
EGY,2014,index,5291.0
EGY,2014,index,5292.0
EGY,2014,index,5293.0
EGY,2014,index,5294.0
EGY,2014,index,5295.0
EGY,2014,index,5296.0
EGY,2014,index,5297.0
EGY,2014,index,5298.0
EGY,2014,index,5299.0
EGY,2014,index,5300.0
EGY,2014,index,5301.0
EGY,2014,index,5302.0
EGY,2014,index,5303.0
EGY,2014,index,5304.0
EGY,2014,index,5305.0
EGY,2014,index,5306.0
EGY,2014,index,5307.0
EGY,2014,index,5308.0
EGY,2014,index,5309.0
EGY,2014,index,5310.0
EGY,2014,index,5311.0
EGY,2014,index,5312.0
EGY,2015,index,5313.0
EGY,2015,index,5314.0
EGY,2015,index,5315.0
EGY,2015,index,5316.0
EGY,2015,index,5317.0
EGY,2015,index,5318.0
EGY,2015,index,5319.0
EGY,2015,index,5320.0
EGY,2015,index,5321.0
EGY,2015,index,5322.0
EGY,2015,index,5323.0
EGY,2015,index,5324.0
EGY,2015,index,5325.0
EGY,2015,index,5326.0
EGY,2015,index,5327.0
EGY,2015,index,5328.0
EGY,2015,index,5329.0
EGY,2015,index,5330.0
EGY,2015,index,5331.0
EGY,2015,index,5332.0
EGY,2015,index,5333.0
EGY,2015,index,5334.0
EGY,2015,index,5335.0
EGY,2016,index,5336.0
EGY,2016,index,5337.0
EGY,2016,index,5338.0
EGY,2016,index,5339.0
EGY,2016,index,5340.0
EGY,2016,index,5341.0
EGY,2016,index,5342.0
EGY,2016,index,5343.0
EGY,2016,index,5344.0
EGY,2016,index,5345.0
EGY,2016,index,5346.0
EGY,2016,index,5347.0
EGY,2016,index,5348.0
EGY,2016,index,5349.0
EGY,2016,index,5350.0
EGY,2016,index,5351.0
EGY,2016,index,5352.0
EGY,2016,index,5353.0
EGY,2016,index,5354.0
EGY,2016,index,5355.0
EGY,2016,index,5356.0
EGY,2016,index,5357.0
EGY,2016,index,5358.0
EGY,2017,index,5359.0
EGY,2017,index,5360.0
EGY,2017,index,5361.0
EGY,2017,index,5362.0
EGY,2017,index,5363.0
EGY,2017,index,5364.0
EGY,2017,index,5365.0
EGY,2017,index,5366.0
EGY,2017,index,5367.0
EGY,2017,index,5368.0
EGY,2017,index,5369.0
EGY,2017,index,5370.0
EGY,2017,index,5371.0
EGY,2017,index,5372.0
EGY,2017,index,5373.0
EGY,2017,index,5374.0
EGY,2017,index,5375.0
EGY,2017,index,5376.0
EGY,2017,index,5377.0
EGY,2017,index,5378.0
EGY,2017,index,5379.0
EGY,2017,index,5380.0
EGY,2017,index,5381.0
EGY,2018,index,5382.0
EGY,2018,index,5383.0
EGY,2018,index,5384.0
EGY,2018,index,5385.0
EGY,2018,index,5386.0
EGY,2018,index,5387.0
EGY,2018,index,5388.0
EGY,2018,index,5389.0
EGY,2018,index,5390.0
EGY,2018,index,5391.0
EGY,2018,index,5392.0
EGY,2018,index,5393.0
EGY,2018,index,5394.0
EGY,2018,index,5395.0
EGY,2018,index,5396.0
EGY,2018,index,5397.0
EGY,2018,index,5398.0
EGY,2018,index,5399.0
EGY,2018,index,5400.0
EGY,2018,index,5401.0
EGY,2018,index,5402.0
EGY,2018,index,5403.0
EGY,2018,index,5404.0
EGY,2019,index,5405.0
EGY,2019,index,5406.0
EGY,2019,index,5407.0
EGY,2019,index,5408.0
EGY,2019,index,5409.0
EGY,2019,index,5410.0
EGY,2019,index,5411.0
EGY,2019,index,5412.0
EGY,2019,index,5413.0
EGY,2019,index,5414.0
EGY,2019,index,5415.0
EGY,2019,index,5416.0
EGY,2019,index,5417.0
EGY,2019,index,5418.0
EGY,2019,index,5419.0
EGY,2019,index,5420.0
EGY,2019,index,5421.0
EGY,2019,index,5422.0
EGY,2019,index,5423.0
EGY,2019,index,5424.0
EGY,2019,index,5425.0
EGY,2019,index,5426.0
EGY,2019,index,5427.0
EGY,2020,index,5428.0
EGY,2020,index,5429.0
EGY,2020,index,5430.0
EGY,2020,index,5431.0
EGY,2020,index,5432.0
EGY,2020,index,5433.0
EGY,2020,index,5434.0
EGY,2020,index,5435.0
EGY,2020,index,5436.0
EGY,2020,index,5437.0
EGY,2020,index,5438.0
EGY,2020,index,5439.0
EGY,2020,index,5440.0
EGY,2020,index,5441.0
EGY,2020,index,5442.0
EGY,2020,index,5443.0
EGY,2020,index,5444.0
EGY,2020,index,5445.0
EGY,2020,index,5446.0
EGY,2020,index,5447.0
EGY,2020,index,5448.0
EGY,2020,index,5449.0
EGY,2020,index,5450.0
EGY,2021,index,5451.0
EGY,2021,index,5452.0
EGY,2021,index,5453.0
EGY,2021,index,5454.0
EGY,2021,index,5455.0
EGY,2021,index,5456.0
EGY,2021,index,5457.0
EGY,2021,index,5458.0
EGY,2021,index,5459.0
EGY,2021,index,5460.0
EGY,2021,index,5461.0
EGY,2021,index,5462.0
EGY,2021,index,5463.0
EGY,2021,index,5464.0
EGY,2021,index,5465.0
EGY,2021,index,5466.0
EGY,2021,index,5467.0
EGY,2021,index,5468.0
EGY,2021,index,5469.0
EGY,2021,index,5470.0
EGY,2021,index,5471.0
EGY,2021,index,5472.0
EGY,2021,index,5473.0
EGY,2022,index,5474.0
EGY,2022,index,5475.0
EGY,2022,index,5476.0
EGY,2022,index,5477.0
EGY,2022,index,5478.0
EGY,2022,index,5479.0
EGY,2022,index,5480.0
EGY,2022,index,5481.0
EGY,2022,index,5482.0
EGY,2022,index,5483.0
EGY,2022,index,5484.0
EGY,2022,index,5485.0
EGY,2022,index,5486.0
EGY,2022,index,5487.0
EGY,2022,index,5488.0
EGY,2022,index,5489.0
EGY,2022,index,5490.0
EGY,2022,index,5491.0
EGY,2022,index,5492.0
EGY,2022,index,5493.0
EGY,2022,index,5494.0
EGY,2022,index,5495.0
EGY,2022,index,5496.0
EGY,2023,index,5497.0
EGY,2023,index,5498.0
EGY,2023,index,5499.0
EGY,2023,index,5500.0
EGY,2023,index,5501.0
EGY,2023,index,5502.0
EGY,2023,index,5503.0
EGY,2023,index,5504.0
EGY,2023,index,5505.0
EGY,2023,index,5506.0
EGY,2023,index,5507.0
EGY,2023,index,5508.0
EGY,2023,index,5509.0
EGY,2023,index,5510.0
EGY,2023,index,5511.0
EGY,2023,index,5512.0
EGY,2023,index,5513.0
EGY,2023,index,5514.0
EGY,2023,index,5515.0
EGY,2023,index,5516.0
EGY,2023,index,5517.0
EGY,2023,index,5518.0
EGY,2023,index,5519.0
USA,2000,Education_Spending_Percent_GDP,4.2472407130841745
USA,2001,Education_Spending_Percent_GDP,4.19817105976215
USA,2002,Education_Spending_Percent_GDP,3.8702664565364655
USA,2003,Education_Spending_Percent_GDP,7.921321619603104
USA,2004,Education_Spending_Percent_GDP,6.564710291701385
USA,2005,Education_Spending_Percent_GDP,7.228763541126306
USA,2006,Education_Spending_Percent_GDP,4.181777614275764
USA,2007,Education_Spending_Percent_GDP,5.793834983561477
USA,2008,Education_Spending_Percent_GDP,3.5476497662909336
USA,2009,Education_Spending_Percent_GDP,5.981010614648335
USA,2010,Education_Spending_Percent_GDP,6.7688678212498905
USA,2011,Education_Spending_Percent_GDP,3.901532030937666
USA,2012,Education_Spending_Percent_GDP,6.789771073800651
USA,2013,Education_Spending_Percent_GDP,2.512084789962608
USA,2014,Education_Spending_Percent_GDP,5.961184260306387
USA,2015,Education_Spending_Percent_GDP,5.695100588313299
USA,2016,Education_Spending_Percent_GDP,3.1747468087357786
USA,2017,Education_Spending_Percent_GDP,4.475706061468559
USA,2018,Education_Spending_Percent_GDP,5.791023273018796
USA,2019,Education_Spending_Percent_GDP,6.931160355742137
USA,2020,Education_Spending_Percent_GDP,2.7051574806626295
USA,2021,Education_Spending_Percent_GDP,5.765348480504381
USA,2022,Education_Spending_Percent_GDP,7.465563106963055
USA,2023,Education_Spending_Percent_GDP,7.188334257530319
IND,2000,Education_Spending_Percent_GDP,5.311441032646913
IND,2001,Education_Spending_Percent_GDP,7.697123741945853
IND,2002,Education_Spending_Percent_GDP,3.1537341128520247
IND,2003,Education_Spending_Percent_GDP,3.256095940020262
IND,2004,Education_Spending_Percent_GDP,2.7185727909155073
IND,2005,Education_Spending_Percent_GDP,2.9640882395573342
IND,2006,Education_Spending_Percent_GDP,3.9420754184254623
IND,2007,Education_Spending_Percent_GDP,4.471045484883611
IND,2008,Education_Spending_Percent_GDP,4.354670644535812
IND,2009,Education_Spending_Percent_GDP,6.731583267347185
IND,2010,Education_Spending_Percent_GDP,3.5107943534417165
IND,2011,Education_Spending_Percent_GDP,6.418665413748337
IND,2012,Education_Spending_Percent_GDP,6.4250074886584905
IND,2013,Education_Spending_Percent_GDP,6.499762822395066
IND,2014,Education_Spending_Percent_GDP,2.152318133962069
IND,2015,Education_Spending_Percent_GDP,7.378014911126718
IND,2016,Education_Spending_Percent_GDP,7.210807855387477
IND,2017,Education_Spending_Percent_GDP,6.97845082224321
IND,2018,Education_Spending_Percent_GDP,6.314275431105473
IND,2019,Education_Spending_Percent_GDP,6.914613906045198
IND,2020,Education_Spending_Percent_GDP,7.66435603811968
IND,2021,Education_Spending_Percent_GDP,6.177732655268839
IND,2022,Education_Spending_Percent_GDP,4.879253721823453
IND,2023,Education_Spending_Percent_GDP,2.5364660138735573
CHN,2000,Education_Spending_Percent_GDP,7.9694469358786115
CHN,2001,Education_Spending_Percent_GDP,4.4507192784241925
CHN,2002,Education_Spending_Percent_GDP,6.250177860290209
CHN,2003,Education_Spending_Percent_GDP,3.558821486384959
CHN,2004,Education_Spending_Percent_GDP,7.840933815064382
CHN,2005,Education_Spending_Percent_GDP,3.6395571619892557
CHN,2006,Education_Spending_Percent_GDP,6.625531067864312
CHN,2007,Education_Spending_Percent_GDP,2.434681326767353
CHN,2008,Education_Spending_Percent_GDP,2.1992186527481996
CHN,2009,Education_Spending_Percent_GDP,7.3688999363631655
CHN,2010,Education_Spending_Percent_GDP,7.848758972880699
CHN,2011,Education_Spending_Percent_GDP,4.5303255612407325
CHN,2012,Education_Spending_Percent_GDP,2.9811432355101366
CHN,2013,Education_Spending_Percent_GDP,6.4184120903938435
CHN,2014,Education_Spending_Percent_GDP,2.029639885606458
CHN,2015,Education_Spending_Percent_GDP,6.099488169737874
CHN,2016,Education_Spending_Percent_GDP,7.271093367808088
CHN,2017,Education_Spending_Percent_GDP,6.009276791330097
CHN,2018,Education_Spending_Percent_GDP,3.4608937794577956
CHN,2019,Education_Spending_Percent_GDP,2.641261538568463
CHN,2020,Education_Spending_Percent_GDP,6.9356859110820706
CHN,2021,Education_Spending_Percent_GDP,4.425912608625753
CHN,2022,Education_Spending_Percent_GDP,7.280474525368749
CHN,2023,Education_Spending_Percent_GDP,6.772699764738375
BRA,2000,Education_Spending_Percent_GDP,5.322813444274257
BRA,2001,Education_Spending_Percent_GDP,6.16970653341477
BRA,2002,Education_Spending_Percent_GDP,3.8708967985115574
BRA,2003,Education_Spending_Percent_GDP,2.3737507887803764
BRA,2004,Education_Spending_Percent_GDP,6.56173893873281
BRA,2005,Education_Spending_Percent_GDP,6.710099263022341
BRA,2006,Education_Spending_Percent_GDP,2.2500374036143054
BRA,2007,Education_Spending_Percent_GDP,6.615338887028802
BRA,2008,Education_Spending_Percent_GDP,4.23300214302508
BRA,2009,Education_Spending_Percent_GDP,5.27016151338163
BRA,2010,Education_Spending_Percent_GDP,2.05598971896256
BRA,2011,Education_Spending_Percent_GDP,2.893328301994668
BRA,2012,Education_Spending_Percent_GDP,5.363960566497026
BRA,2013,Education_Spending_Percent_GDP,7.598679988061346
BRA,2014,Education_Spending_Percent_GDP,7.236381502907611
BRA,2015,Education_Spending_Percent_GDP,3.481872794431999
BRA,2016,Education_Spending_Percent_GDP,4.512759914444969
BRA,2017,Education_Spending_Percent_GDP,6.2470105833786125
BRA,2018,Education_Spending_Percent_GDP,6.54050903413181
BRA,2019,Education_Spending_Percent_GDP,5.139977787168448
BRA,2020,Education_Spending_Percent_GDP,4.641940510210094
BRA,2021,Education_Spending_Percent_GDP,7.149062318942984
BRA,2022,Education_Spending_Percent_GDP,4.114249679657926
BRA,2023,Education_Spending_Percent_GDP,7.629828910690896
GBR,2000,Education_Spending_Percent_GDP,3.753309382771387
GBR,2001,Education_Spending_Percent_GDP,2.2888570158701205
GBR,2002,Education_Spending_Percent_GDP,7.273873401693604
GBR,2003,Education_Spending_Percent_GDP,5.037596356971217
GBR,2004,Education_Spending_Percent_GDP,6.815514077478877
GBR,2005,Education_Spending_Percent_GDP,3.8562363071766925
GBR,2006,Education_Spending_Percent_GDP,6.072019740035389
GBR,2007,Education_Spending_Percent_GDP,6.3750409252966875
GBR,2008,Education_Spending_Percent_GDP,4.583176030773245
GBR,2009,Education_Spending_Percent_GDP,7.784104442706214
GBR,2010,Education_Spending_Percent_GDP,5.248445644085511
GBR,2011,Education_Spending_Percent_GDP,7.281888572893562
GBR,2012,Education_Spending_Percent_GDP,4.7760536303923615
GBR,2013,Education_Spending_Percent_GDP,4.63489889980249
GBR,2014,Education_Spending_Percent_GDP,6.060927793144374
GBR,2015,Education_Spending_Percent_GDP,7.686128155786824
GBR,2016,Education_Spending_Percent_GDP,7.873886691048853
GBR,2017,Education_Spending_Percent_GDP,2.8029701779981586
GBR,2018,Education_Spending_Percent_GDP,4.602904517459177
GBR,2019,Education_Spending_Percent_GDP,4.16030279540587
GBR,2020,Education_Spending_Percent_GDP,6.431584748793984
GBR,2021,Education_Spending_Percent_GDP,5.570790049434089
GBR,2022,Education_Spending_Percent_GDP,2.0081217542928087
GBR,2023,Education_Spending_Percent_GDP,5.266893996801578
FRA,2000,Education_Spending_Percent_GDP,2.8838182656738223
FRA,2001,Education_Spending_Percent_GDP,6.758857243980437
FRA,2002,Education_Spending_Percent_GDP,6.543861242806633
FRA,2003,Education_Spending_Percent_GDP,2.175018581871587
FRA,2004,Education_Spending_Percent_GDP,3.1495576744089546
FRA,2005,Education_Spending_Percent_GDP,4.858014399806593
FRA,2006,Education_Spending_Percent_GDP,4.551369112626164
FRA,2007,Education_Spending_Percent_GDP,6.275727998591077
FRA,2008,Education_Spending_Percent_GDP,6.554031695131586
FRA,2009,Education_Spending_Percent_GDP,5.372436766415427
FRA,2010,Education_Spending_Percent_GDP,3.07553367144674
FRA,2011,Education_Spending_Percent_GDP,4.11775102071414
FRA,2012,Education_Spending_Percent_GDP,4.592113565567036
FRA,2013,Education_Spending_Percent_GDP,7.708539325073396
FRA,2014,Education_Spending_Percent_GDP,3.2157958048120587
FRA,2015,Education_Spending_Percent_GDP,4.606419914039659
FRA,2016,Education_Spending_Percent_GDP,7.708944261060723
FRA,2017,Education_Spending_Percent_GDP,3.4903016524592454
FRA,2018,Education_Spending_Percent_GDP,2.4229516738588677
FRA,2019,Education_Spending_Percent_GDP,7.257916598853869
FRA,2020,Education_Spending_Percent_GDP,5.089600099479557
FRA,2021,Education_Spending_Percent_GDP,6.178578842216643
FRA,2022,Education_Spending_Percent_GDP,4.845530125861721
FRA,2023,Education_Spending_Percent_GDP,3.220836454985575
DEU,2000,Education_Spending_Percent_GDP,6.252593931374926
DEU,2001,Education_Spending_Percent_GDP,6.499866790712424
DEU,2002,Education_Spending_Percent_GDP,6.930985679512156
DEU,2003,Education_Spending_Percent_GDP,4.594077358420083
DEU,2004,Education_Spending_Percent_GDP,6.4891034722930785
DEU,2005,Education_Spending_Percent_GDP,5.747684288687189
DEU,2006,Education_Spending_Percent_GDP,4.728586055315967
DEU,2007,Education_Spending_Percent_GDP,6.19783741773273
DEU,2008,Education_Spending_Percent_GDP,7.177980988153232
DEU,2009,Education_Spending_Percent_GDP,3.2647586093001717
DEU,2010,Education_Spending_Percent_GDP,2.881531541502625
DEU,2011,Education_Spending_Percent_GDP,6.350036457794713
DEU,2012,Education_Spending_Percent_GDP,2.7560121671839655
DEU,2013,Education_Spending_Percent_GDP,2.8580067359943584
DEU,2014,Education_Spending_Percent_GDP,2.562659157542099
DEU,2015,Education_Spending_Percent_GDP,5.063484544757359
DEU,2016,Education_Spending_Percent_GDP,6.5046178952663345
DEU,2017,Education_Spending_Percent_GDP,7.08865541009378
DEU,2018,Education_Spending_Percent_GDP,2.370850764135336
DEU,2019,Education_Spending_Percent_GDP,7.307521329377682
DEU,2020,Education_Spending_Percent_GDP,4.0637461193461135
DEU,2021,Education_Spending_Percent_GDP,5.952305832362133
DEU,2022,Education_Spending_Percent_GDP,6.924176964600676
DEU,2023,Education_Spending_Percent_GDP,2.1959543647069752
JPN,2000,Education_Spending_Percent_GDP,2.635245909278776
JPN,2001,Education_Spending_Percent_GDP,5.812486141171459
JPN,2002,Education_Spending_Percent_GDP,2.235616485449914
JPN,2003,Education_Spending_Percent_GDP,3.33605647473851
JPN,2004,Education_Spending_Percent_GDP,7.558782787737109
JPN,2005,Education_Spending_Percent_GDP,4.556727427713385
JPN,2006,Education_Spending_Percent_GDP,6.560965578740954
JPN,2007,Education_Spending_Percent_GDP,6.946102683496097
JPN,2008,Education_Spending_Percent_GDP,7.103447168090696
JPN,2009,Education_Spending_Percent_GDP,6.0589024971236265
JPN,2010,Education_Spending_Percent_GDP,3.991829028415073
JPN,2011,Education_Spending_Percent_GDP,4.439543224156834
JPN,2012,Education_Spending_Percent_GDP,4.056385552567443
JPN,2013,Education_Spending_Percent_GDP,4.2798744737923675
JPN,2014,Education_Spending_Percent_GDP,2.769955173132587
JPN,2015,Education_Spending_Percent_GDP,2.342161484021716
JPN,2016,Education_Spending_Percent_GDP,4.151729491721548
JPN,2017,Education_Spending_Percent_GDP,5.9486133083389525
JPN,2018,Education_Spending_Percent_GDP,2.7609441353025126
JPN,2019,Education_Spending_Percent_GDP,7.637411534150994
JPN,2020,Education_Spending_Percent_GDP,6.858050217595336
JPN,2021,Education_Spending_Percent_GDP,5.328122148730203
JPN,2022,Education_Spending_Percent_GDP,3.213763694949222
JPN,2023,Education_Spending_Percent_GDP,2.273510947692013
ZAF,2000,Education_Spending_Percent_GDP,4.492658003552537
ZAF,2001,Education_Spending_Percent_GDP,3.4440230885429184
ZAF,2002,Education_Spending_Percent_GDP,7.979157852791715
ZAF,2003,Education_Spending_Percent_GDP,6.453628353513721
ZAF,2004,Education_Spending_Percent_GDP,5.508966867834745
ZAF,2005,Education_Spending_Percent_GDP,3.191867461384435
ZAF,2006,Education_Spending_Percent_GDP,4.751111373122092
ZAF,2007,Education_Spending_Percent_GDP,3.2581416645812054
ZAF,2008,Education_Spending_Percent_GDP,3.1917896831712147
ZAF,2009,Education_Spending_Percent_GDP,6.1419370814043734
ZAF,2010,Education_Spending_Percent_GDP,6.066339447207922
ZAF,2011,Education_Spending_Percent_GDP,6.182144996025797
ZAF,2012,Education_Spending_Percent_GDP,4.064549707096653
ZAF,2013,Education_Spending_Percent_GDP,3.925127256499062
ZAF,2014,Education_Spending_Percent_GDP,4.248949546099986
ZAF,2015,Education_Spending_Percent_GDP,7.921375672329785
ZAF,2016,Education_Spending_Percent_GDP,4.504368693974888
ZAF,2017,Education_Spending_Percent_GDP,7.732689148628404
ZAF,2018,Education_Spending_Percent_GDP,6.778643369140864
ZAF,2019,Education_Spending_Percent_GDP,4.055546496866791
ZAF,2020,Education_Spending_Percent_GDP,5.605672907226314
ZAF,2021,Education_Spending_Percent_GDP,7.464957588117891
ZAF,2022,Education_Spending_Percent_GDP,5.58457545544052
ZAF,2023,Education_Spending_Percent_GDP,7.645953935446623
EGY,2000,Education_Spending_Percent_GDP,7.742808995238777
EGY,2001,Education_Spending_Percent_GDP,5.44137968016026
EGY,2002,Education_Spending_Percent_GDP,3.1789218017372667
EGY,2003,Education_Spending_Percent_GDP,7.818913187802709
EGY,2004,Education_Spending_Percent_GDP,7.597206140759798
EGY,2005,Education_Spending_Percent_GDP,3.4389197132395415
EGY,2006,Education_Spending_Percent_GDP,4.20078992387761
EGY,2007,Education_Spending_Percent_GDP,7.112290494828158
EGY,2008,Education_Spending_Percent_GDP,7.452958986301174
EGY,2009,Education_Spending_Percent_GDP,6.899931459209741
EGY,2010,Education_Spending_Percent_GDP,4.323338847261242
EGY,2011,Education_Spending_Percent_GDP,4.845851989210582
EGY,2012,Education_Spending_Percent_GDP,6.303571255194538
EGY,2013,Education_Spending_Percent_GDP,4.8164410519355485
EGY,2014,Education_Spending_Percent_GDP,3.690950019772832
EGY,2015,Education_Spending_Percent_GDP,7.772350993648109
EGY,2016,Education_Spending_Percent_GDP,4.00926974082191
EGY,2017,Education_Spending_Percent_GDP,4.989998169765423
EGY,2018,Education_Spending_Percent_GDP,3.5650954757725337
EGY,2019,Education_Spending_Percent_GDP,7.3733344452433105
EGY,2020,Education_Spending_Percent_GDP,6.087692663194603
EGY,2021,Education_Spending_Percent_GDP,3.4325106265161445
EGY,2022,Education_Spending_Percent_GDP,2.0589653154187273
EGY,2023,Education_Spending_Percent_GDP,7.334003664887995
USA,2000,Primary_Spending_Percent,7.704285838459497
USA,2001,Primary_Spending_Percent,4.736419905302215
USA,2002,Primary_Spending_Percent,5.120408127066865
USA,2003,Primary_Spending_Percent,6.633468615779945
USA,2004,Primary_Spending_Percent,5.367663185416977
